"","X12.31.2017","Retail.Dealer","RITE.AID.OF.NEW.YORK..INC.","RITE.AID.STORE..4866","X9514","X63RD.DR","X","REGO.PARK","X11374","X212.791.5795","Queens","X.1","X.73.86273182","X40.7294619"
"3877","03/31/2018","market","ECO FAMILY FOOD MART CORP","","1701","MCDONALD AVE","","BROOKLYN",11230,"7189424129","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 5, 5.01 to 10 foot stands: 0",-73.97350609,40.61155098
"3880","03/31/2018","market","XIME DELI CORP.","","448","E 138TH ST","","BRONX",10454,"646-228-4947","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92135599,40.80845012
"3883","03/31/2018","market","MYRTLE AVE SUPER MARKET INC","","1470","MYRTLE AVE","","BROOKLYN",11237,"718-381-2886","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91571837,40.69907346
"3884","03/31/2018","market","LALU GROCERY 594 INC","","594","COLUMBUS AVE","","NEW YORK",10024,"2128771829","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.9709043,40.78824188
"3886","03/31/2018","market","J & M DELI CORP.","","839","2ND AVE","","NEW YORK",10017,"2125572007","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 6, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97092392,40.75160236
"3889","03/31/2018","market","CHAPIN MEX DELI GROCERY CORP","","4101","NATIONAL ST","","CORONA",11368,"7185052525","Queens","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86316896,40.74851102
"3891","03/31/2018","market","LOS FLORENCIOS INC.","","1479","MYRTLE AVE","","BROOKLYN",11237,"7183660399","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91669943,40.69898634
"3892","03/31/2018","market","ALI BABA ORGANIC, INC.","","1","MOTT ST","","NEW YORK",10013,"917-531-8797","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 5, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99869059,40.71376135
"3899","03/31/2018","market","SHOBUZ BANGLA GROCERY, INC.","","3124","PERRY AVE","","BRONX",10467,"7188814478","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87833017,40.8733032
"3905","03/31/2018","market","NAM, HO","GRACE FARMERS MARKET","437","ROCKAWAY AVE","","BROOKLYN",11212,"718-485-2551","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91061923,40.66925588
"3907","03/31/2018","market","SUCHANA SUPERMARKET INC","","476","MCDONALD AVE","","BROOKLYN",11218,"","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97938528,40.64245029
"3919","03/31/2018","market","50-18 MEAT CORP.","FRESH N SAVE","5018","SKILLMAN AVE","","WOODSIDE",11377,"7186514923","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91404568,40.74610093
"3920","03/31/2018","market","CONEJO MEAT CORP.","NSA SUPERMARKETS","6716","MYRTLE AVE","","GLENDALE",11385,"7184977777","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 8, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88545639,40.70155055
"3936","03/31/2018","market","C.W. SEAFOOD & MEAT MARKET CORP.","","5707","8TH AVE","","BROOKLYN",11220,"718-686-8500","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00789068,40.63708306
"3937","03/31/2018","market","VARIETY CENTER SHOP INC","","4717","5TH AVE","","BROOKLYN",11220,"914-314-9358","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00871343,40.64663486
"3943","03/31/2018","market","NEW BRIGHTON TRADING CORP.","","129","BRIGHTON BEACH AVE","","BROOKLYN",11235,"9176425210","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 6, 5.01 to 10 foot stands: 0",-73.96732123,40.57636381
"3945","03/31/2018","market","EOM GROCERY INC.","KOL TOV SUPERMARKET","1507","40TH ST","","BROOKLYN",11218,"7184374997","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 6, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98203516,40.63715604
"3946","03/31/2018","market","86 FENG INC","","412","86TH ST","","BROOKLYN",11209,"7189210772","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02793918,40.6225353
"3949","03/31/2018","market","SHRI HARI GROCERY INC.","","7429","METROPOLITAN AVE","","MIDDLE VILLAGE",11379,"7184160447","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87737123,40.712933
"3958","03/31/2018","market","HAR SIDDHI CORPORATION","","4008","JUNCTION BLVD","","CORONA",11368,"7184291018","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.86931796,40.74895732
"3961","03/31/2018","market","GREEN & RED PRODUCE CORP.","","765","2ND AVE","","NEW YORK",10017,"212-697-6080","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97276928,40.74906941
"3965","03/31/2018","market","NY BANGLA KACHABAZAR INC","KACHABAZAR","16825A","HILLSIDE AVE","","JAMAICA",11432,"7188202640","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-77.51958437,40.11238534
"3968","03/31/2018","market","LUCKY ZHANG'S FAMILY II CORP.","","5622","8TH AVE","","BROOKLYN",11220,"718-439-3688","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00739352,40.63758814
"3972","03/31/2018","market","FLOR'S DELI GROCERY, INC.","","9401","ROOSEVELT AVE","","JACKSON HEIGHTS",11372,"6462705621","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87271438,40.74882663
"3980","03/31/2018","market","AGUDO, TRANSITO A","CONDOR RECORDS","10212","ROOSEVELT AVE","","CORONA",11368,"7188030450","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86383773,40.74974695
"3981","03/31/2018","market","K & J SUPERMARKET, INC.","","1413","AVENUE J","","BROOKLYN",11230,"7182533500","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 3, 5.01 to 10 foot stands: 0",-73.96210269,40.62510981
"3995","03/31/2018","market","SHIVSHAKTEE INC","","6699","FRESH POND RD","","RIDGEWOOD",11385,"347-468-2876","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.89671261,40.70606811
"3997","03/31/2018","market","GROTTA AZZURRA INN INC.","","177","MULBERRY ST","","NEW YORK",10013,"2129258775","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99691554,40.72032953
"4002","03/31/2018","market","PARTY'S CREATION INC.","","241","BAY RIDGE AVE","","BROOKLYN",11220,"","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02728192,40.63613315
"4006","03/31/2018","market","CIRCLE DELI GROCERY LLC","","88","HUGH J GRANT CIR","","BRONX",10472,"2127290748","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86061076,40.83272738
"4010","03/31/2018","market","HANNA & JINA NY, INC.","FRESH KING MARKET","9","KNOLLS CRES","","BRONX",10463,"718-549-6464","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91726596,40.87889294
"4011","03/31/2018","market","NEW KINGSBRIDGE MARKET CORP","","29","E KINGSBRIDGE RD","","BRONX",10468,"3472972425","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.89672625,40.86721143
"4014","03/31/2018","market","30TH AVE. FRUIT MARKET, INC.","","3212","30TH AVE","","ASTORIA",11102,"7187280751","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 3, 5.01 to 10 foot stands: 0",-73.92040202,40.7664276
"4019","03/31/2018","market","NEW GOLDEN SPARKLING SUPERMARKET INC","","8618","BROADWAY","","ELMHURST",11373,"6466623322","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 12, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87726351,40.73812978
"4021","03/31/2018","market","FMDDS INC","","224","BRIGHTON BEACH AVE","","BROOKLYN",11235,"718-332-9037","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96621239,40.57657484
"4027","03/31/2018","market","MOUNTAIN FRUITS OF AVE M INC","","1523","AVENUE M","","BROOKLYN",11230,"7189983333","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95942678,40.61807948
"4029","03/31/2018","market","PHARMACY DEPOT LLC","","317","BRIGHTON BEACH AVE","","BROOKLYN",11235,"7186460001","Brooklyn","Product Category: Confectionery, Cigars, Cigarettes, or Tobacco, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.96395505,40.5770792
"4033","03/31/2018","market","7 PARK AVENUE FOOD INC.","","7","PARK AVE","","NEW YORK",10016,"9176174296","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98120789,40.74724309
"4035","03/31/2018","market","MARCY FRUIT MARKET CORP","","308","MARCY AVE","","BROOKLYN",11211,"7187826417","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95493816,40.70417606
"4039","03/31/2018","market","Z & T FOOD CORP.","","6209","ROOSEVELT AVE","","WOODSIDE",11377,"7184241349","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 10, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.90190929,40.74575912
"4042","03/31/2018","market","NEW FANARA INC","","2101","WILLIAMSBRIDGE RD","","BRONX",10461,"7188233336","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.85547293,40.85565586
"4044","03/31/2018","market","LITTLE MEXICO MINI MARKET INC.","","4014","ASTORIA BLVD","","ASTORIA",11103,"7187210210","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91070223,40.76880567
"4060","03/31/2018","market","ZAARA CONVENIENCE DELI & GROCERY INC","","7820","101ST AVE","","OZONE PARK",11416,"34756169906","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.85918391,40.68051017
"4061","03/31/2018","market","LI, XIN W","LI WANG COMPANY","94","BAYARD ST","","NEW YORK",10013,"2129661173","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99944087,40.71596814
"4062","03/31/2018","market","CHINATOWN SUPERMARKET OF MANHATTAN, INC.","","109","E BROADWAY","","NEW YORK",10002,"718-321-8652","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 8, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99309221,40.71380781
"4071","03/31/2018","market","BET-ER BY FAR MEATS INC.","","1498","FLATBUSH AVE","","BROOKLYN",11210,"7184343136","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 5, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94914869,40.63423672
"4074","03/31/2018","market","212 GRAND FOOD CORP.","","212","GRAND ST","","NEW YORK",10013,"7189372746","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99617607,40.71895163
"4078","03/31/2018","market","82ND CANDY CORP.","","4050","82ND ST","","ELMHURST",11373,"9178326906","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88372633,40.74642289
"4091","03/31/2018","market","CHOE'S BLUE FRUIT & VEGETABLE INC.","","1907","AVENUE M","","BROOKLYN",11230,"7183752730","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.95600821,40.61845975
"4093","03/31/2018","market","CATHY'S GREENGOLD INC.","CATHY'S GREENGOLD","1569","BROADWAY","","BROOKLYN",11207,"718-452-7225","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91557648,40.68581337
"4095","03/31/2018","market","THE LITTLE CHINANTLA RESTAURANT CORP.","","9606","43RD AVE","","CORONA",11368,"7184295150","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86776171,40.74568929
"4096","03/31/2018","market","MANGIARE GOURMET, INC.","","225","BROADWAY","","NEW YORK",10007,"2129644496","Manhattan","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00821696,40.71186992
"4101","03/31/2018","market","NIHA MINI MART INC","","6302","BROADWAY","","WOODSIDE",11377,"6466431465","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89912767,40.74995069
"4103","03/31/2018","market","T&T MEATS AND PRODUCE INC.","","1045","SAINT NICHOLAS AVE","","NEW YORK",10032,"6467396855","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94000659,40.83634218
"4104","03/31/2018","market","Tokyo Market, Inc.","","3315","BROADWAY","","ASTORIA",11106,"7189328029","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92358493,40.76113789
"4108","03/31/2018","market","J.J.F. DELI & GROCERY INC.","","104","RALPH AVE","","BROOKLYN",11221,"718-574-0024","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92342893,40.6864529
"4111","03/31/2018","market","OKIL FOOD INC.","","572","W 207TH ST","","NEW YORK",10034,"2129429048","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 6, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92045217,40.86649465
"4114","03/31/2018","market","ZAYTOON MEDITERRANEAN INC.","","6801","5TH AVE","","BROOKLYN",11220,"347-651-8615","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02075264,40.6340622
"4115","03/31/2018","market","CANDY LAND LOS MEZAS INC","","828","CASTLETON AVE","","STATEN ISLAND",10310,"7184144325","Staten Island","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.10988202,40.63472521
"4129","03/31/2018","market","Jacques Torres Retail, LLC","Jacques Torres Chocolate","285","AMSTERDAM AVE","JACQUES TORRES CHOCOLATE","NEW YORK",10023,"2124142462","Manhattan","Product Category: Ice Cream, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.98094963,40.77952945
"4132","03/31/2018","market","KIM, KI YOL","ATLANTIC FRUIT & VEGETABLES","181","ATLANTIC AVE","","BROOKLYN",11201,"718-596-4124","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99363917,40.69004915
"4137","03/31/2018","market","SAIFEE HARDWARE INC.","","114","1ST AVE","","NEW YORK",10009,"2129796396","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98582815,40.72683377
"4151","03/31/2018","market","JACKSON HARVEST CORP","","8004","37TH AVE","","JACKSON HEIGHTS",11372,"7186515922","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 4, 5.01 to 10 foot stands: 0",-73.88600183,40.74956242
"4157","03/31/2018","market","MANGU PATIO INC.","","1503","COLLEGE POINT BLVD","","COLLEGE POINT",11356,"7185547475","Queens","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.84580643,40.78404452
"4159","03/31/2018","market","loho gourmet deli inc","","204","CLINTON ST","","NEW YORK",10002,"917-421-6405","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98708982,40.71389512
"4165","03/31/2018","market","HKM GARDEN LLC","GARDEN HILLS","8702","4TH AVE","","BROOKLYN",11209,"718-333-5016","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 9, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.0287314,40.62190106
"4169","03/31/2018","market","YUE FUNG USA ENTERPRISE INC.","","123","BOWERY","","NEW YORK",10002,"7188033622","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99494598,40.71817482
"4171","03/31/2018","market","WHOLE FOODS MARKET GROUP, INC.","WHOLE FOODS MARKET","250","7TH AVE","","NEW YORK",10001,"512-542-0876","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99498364,40.74501852
"4172","03/31/2018","market","GOOD FOR LIFE BY 81, INC.","","201","E 81ST ST","","NEW YORK",10028,"2125172068","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 6, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95599114,40.7754659
"4173","03/31/2018","market","3'J SUPERMARKET INC.","TU PAIS SUPERMARKET","1460","SAINT NICHOLAS AVE","","NEW YORK",10033,"2125680721","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 10, 5.01 to 10 foot stands: 0",-73.93275723,40.85063536
"4177","03/31/2018","market","SYK INC.","","8505","JAMAICA AVE","","WOODHAVEN",11421,"7184419485","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.85893493,40.69253746
"4179","03/31/2018","market","Z&J FOOD MARKET INC","","2233","86TH ST","","BROOKLYN",11214,"7182365441","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99283736,40.6013569
